data_registro;cidade;confirmados;suspeitos;obitos
25-08-2021;Nova Prata do Iguaçu;13;19;0
26-08-2021;Nova Prata do Iguaçu;15;23;0
27-08-2021;Nova Prata do Iguaçu;10;14;0
28-08-2021;Nova Prata do Iguaçu;13;20;0
29-08-2021;Nova Prata do Iguaçu;8;10;0
30-08-2021;Nova Prata do Iguaçu;16;20;0
31-08-2021;Nova Prata do Iguaçu;17;27;1
01-09-2021;Nova Prata do Iguaçu;15;20;0
02-09-2021;Nova Prata do Iguaçu;16;26;0
03-09-2021;Nova Prata do Iguaçu;18;26;0
04-09-2021;Nova Prata do Iguaçu;14;22;0
05-09-2021;Nova Prata do Iguaçu;11;17;0
06-09-2021;Nova Prata do Iguaçu;9;13;0
07-09-2021;Nova Prata do Iguaçu;8;13;0
08-09-2021;Nova Prata do Iguaçu;16;24;0
09-09-2021;Nova Prata do Iguaçu;16;19;0
10-09-2021;Nova Prata do Iguaçu;10;17;0
11-09-2021;Nova Prata do Iguaçu;7;11;0
12-09-2021;Nova Prata do Iguaçu;19;25;0
13-09-2021;Nova Prata do Iguaçu;8;12;0
14-09-2021;Nova Prata do Iguaçu;18;27;0
15-09-2021;Nova Prata do Iguaçu;20;28;0
16-09-2021;Nova Prata do Iguaçu;13;17;0
17-09-2021;Nova Prata do Iguaçu;7;12;0
18-09-2021;Nova Prata do Iguaçu;17;26;0
19-09-2021;Nova Prata do Iguaçu;20;27;0
20-09-2021;Nova Prata do Iguaçu;13;18;0
21-09-2021;Nova Prata do Iguaçu;12;17;0
22-09-2021;Nova Prata do Iguaçu;10;13;0
23-09-2021;Nova Prata do Iguaçu;15;21;0
24-09-2021;Nova Prata do Iguaçu;13;20;0
25-09-2021;Nova Prata do Iguaçu;13;22;0
26-09-2021;Nova Prata do Iguaçu;10;17;0
27-09-2021;Nova Prata do Iguaçu;19;30;0
28-09-2021;Nova Prata do Iguaçu;15;21;0
29-09-2021;Nova Prata do Iguaçu;19;25;0
30-09-2021;Nova Prata do Iguaçu;13;19;0
01-10-2021;Nova Prata do Iguaçu;6;9;0
02-10-2021;Nova Prata do Iguaçu;15;18;0
03-10-2021;Nova Prata do Iguaçu;15;25;0
04-10-2021;Nova Prata do Iguaçu;19;30;0
05-10-2021;Nova Prata do Iguaçu;14;23;0
06-10-2021;Nova Prata do Iguaçu;8;12;0
07-10-2021;Nova Prata do Iguaçu;10;12;0
08-10-2021;Nova Prata do Iguaçu;6;8;0
09-10-2021;Nova Prata do Iguaçu;6;8;0
10-10-2021;Nova Prata do Iguaçu;6;9;0
11-10-2021;Nova Prata do Iguaçu;18;29;0
12-10-2021;Nova Prata do Iguaçu;6;10;0
13-10-2021;Nova Prata do Iguaçu;9;14;0
14-10-2021;Nova Prata do Iguaçu;7;11;0
15-10-2021;Nova Prata do Iguaçu;20;34;1
16-10-2021;Nova Prata do Iguaçu;8;12;0
17-10-2021;Nova Prata do Iguaçu;8;13;0
18-10-2021;Nova Prata do Iguaçu;13;19;0
19-10-2021;Nova Prata do Iguaçu;18;27;0
20-10-2021;Nova Prata do Iguaçu;15;21;0
21-10-2021;Nova Prata do Iguaçu;20;29;0
22-10-2021;Nova Prata do Iguaçu;16;24;0
23-10-2021;Nova Prata do Iguaçu;6;10;0
24-10-2021;Nova Prata do Iguaçu;6;8;0
25-10-2021;Nova Prata do Iguaçu;12;18;0
26-10-2021;Nova Prata do Iguaçu;19;24;0
27-10-2021;Nova Prata do Iguaçu;15;19;0
28-10-2021;Nova Prata do Iguaçu;10;15;0
29-10-2021;Nova Prata do Iguaçu;6;8;0
30-10-2021;Nova Prata do Iguaçu;19;30;0
31-10-2021;Nova Prata do Iguaçu;13;19;0
01-11-2021;Nova Prata do Iguaçu;6;9;0
02-11-2021;Nova Prata do Iguaçu;7;10;0
03-11-2021;Nova Prata do Iguaçu;6;7;0
04-11-2021;Nova Prata do Iguaçu;14;21;0
05-11-2021;Nova Prata do Iguaçu;8;10;0
06-11-2021;Nova Prata do Iguaçu;6;10;0
07-11-2021;Nova Prata do Iguaçu;11;17;0
08-11-2021;Nova Prata do Iguaçu;19;26;0
09-11-2021;Nova Prata do Iguaçu;18;26;0
10-11-2021;Nova Prata do Iguaçu;10;13;0
11-11-2021;Nova Prata do Iguaçu;15;21;0
12-11-2021;Nova Prata do Iguaçu;8;13;0
13-11-2021;Nova Prata do Iguaçu;15;19;0
14-11-2021;Nova Prata do Iguaçu;16;24;0
15-11-2021;Nova Prata do Iguaçu;9;14;0
16-11-2021;Nova Prata do Iguaçu;17;25;0
17-11-2021;Nova Prata do Iguaçu;15;21;0
18-11-2021;Nova Prata do Iguaçu;19;24;0
19-11-2021;Nova Prata do Iguaçu;20;27;0
20-11-2021;Nova Prata do Iguaçu;13;17;0
21-11-2021;Nova Prata do Iguaçu;15;25;0
22-11-2021;Nova Prata do Iguaçu;13;17;0
23-11-2021;Nova Prata do Iguaçu;18;28;0
24-11-2021;Nova Prata do Iguaçu;12;18;0
25-11-2021;Nova Prata do Iguaçu;15;18;0
26-11-2021;Nova Prata do Iguaçu;17;28;0
27-11-2021;Nova Prata do Iguaçu;15;19;0
28-11-2021;Nova Prata do Iguaçu;14;17;0
29-11-2021;Nova Prata do Iguaçu;8;12;0
30-11-2021;Nova Prata do Iguaçu;20;24;0
01-12-2021;Nova Prata do Iguaçu;8;13;0
02-12-2021;Nova Prata do Iguaçu;12;20;0
03-12-2021;Nova Prata do Iguaçu;11;18;0
04-12-2021;Nova Prata do Iguaçu;11;14;0
05-12-2021;Nova Prata do Iguaçu;9;15;0
06-12-2021;Nova Prata do Iguaçu;7;11;0
07-12-2021;Nova Prata do Iguaçu;9;12;0
08-12-2021;Nova Prata do Iguaçu;10;13;0
09-12-2021;Nova Prata do Iguaçu;10;16;0
10-12-2021;Nova Prata do Iguaçu;7;9;0
11-12-2021;Nova Prata do Iguaçu;7;10;0
12-12-2021;Nova Prata do Iguaçu;9;13;0
13-12-2021;Nova Prata do Iguaçu;10;15;0
14-12-2021;Nova Prata do Iguaçu;10;13;0
15-12-2021;Nova Prata do Iguaçu;10;14;0
16-12-2021;Nova Prata do Iguaçu;9;15;0
17-12-2021;Nova Prata do Iguaçu;5;7;0
18-12-2021;Nova Prata do Iguaçu;13;16;0
19-12-2021;Nova Prata do Iguaçu;18;26;0
20-12-2021;Nova Prata do Iguaçu;19;31;0
21-12-2021;Nova Prata do Iguaçu;12;17;0
22-12-2021;Nova Prata do Iguaçu;20;29;0
23-12-2021;Nova Prata do Iguaçu;17;22;0
24-12-2021;Nova Prata do Iguaçu;19;26;0
25-12-2021;Nova Prata do Iguaçu;10;16;0
26-12-2021;Nova Prata do Iguaçu;7;10;0
27-12-2021;Nova Prata do Iguaçu;9;11;0
28-12-2021;Nova Prata do Iguaçu;6;10;0
29-12-2021;Nova Prata do Iguaçu;15;19;0
30-12-2021;Nova Prata do Iguaçu;12;19;0
31-12-2021;Nova Prata do Iguaçu;6;10;0
01-01-2022;Nova Prata do Iguaçu;18;23;0
02-01-2022;Nova Prata do Iguaçu;20;26;0
03-01-2022;Nova Prata do Iguaçu;21;32;1
04-01-2022;Nova Prata do Iguaçu;12;18;0
05-01-2022;Nova Prata do Iguaçu;9;14;0
06-01-2022;Nova Prata do Iguaçu;17;28;0
07-01-2022;Nova Prata do Iguaçu;16;24;0
08-01-2022;Nova Prata do Iguaçu;13;18;0
09-01-2022;Nova Prata do Iguaçu;16;21;0
10-01-2022;Nova Prata do Iguaçu;12;19;0
11-01-2022;Nova Prata do Iguaçu;17;28;0
12-01-2022;Nova Prata do Iguaçu;10;12;0
13-01-2022;Nova Prata do Iguaçu;16;26;0
14-01-2022;Nova Prata do Iguaçu;12;17;0
15-01-2022;Nova Prata do Iguaçu;18;29;0
16-01-2022;Nova Prata do Iguaçu;9;15;0
17-01-2022;Nova Prata do Iguaçu;11;17;0
18-01-2022;Nova Prata do Iguaçu;10;14;0
19-01-2022;Nova Prata do Iguaçu;13;21;0
20-01-2022;Nova Prata do Iguaçu;6;9;0
21-01-2022;Nova Prata do Iguaçu;8;12;0
22-01-2022;Nova Prata do Iguaçu;19;28;0
23-01-2022;Nova Prata do Iguaçu;19;24;1
24-01-2022;Nova Prata do Iguaçu;13;18;0
25-01-2022;Nova Prata do Iguaçu;14;17;0
26-01-2022;Nova Prata do Iguaçu;14;20;0
27-01-2022;Nova Prata do Iguaçu;20;28;0
28-01-2022;Nova Prata do Iguaçu;11;15;0
29-01-2022;Nova Prata do Iguaçu;5;8;0
30-01-2022;Nova Prata do Iguaçu;14;18;0
31-01-2022;Nova Prata do Iguaçu;13;17;0
01-02-2022;Nova Prata do Iguaçu;11;18;0
02-02-2022;Nova Prata do Iguaçu;11;14;0
03-02-2022;Nova Prata do Iguaçu;12;20;0
04-02-2022;Nova Prata do Iguaçu;20;28;0
05-02-2022;Nova Prata do Iguaçu;10;13;0
06-02-2022;Nova Prata do Iguaçu;19;28;1
07-02-2022;Nova Prata do Iguaçu;7;9;0
08-02-2022;Nova Prata do Iguaçu;21;27;0
09-02-2022;Nova Prata do Iguaçu;20;24;0
10-02-2022;Nova Prata do Iguaçu;11;15;0
11-02-2022;Nova Prata do Iguaçu;16;24;0
12-02-2022;Nova Prata do Iguaçu;18;25;0
13-02-2022;Nova Prata do Iguaçu;11;14;0
14-02-2022;Nova Prata do Iguaçu;7;11;0
15-02-2022;Nova Prata do Iguaçu;10;16;0
16-02-2022;Nova Prata do Iguaçu;20;30;0
17-02-2022;Nova Prata do Iguaçu;18;23;0
18-02-2022;Nova Prata do Iguaçu;6;7;0
19-02-2022;Nova Prata do Iguaçu;10;15;0
20-02-2022;Nova Prata do Iguaçu;9;13;0
21-02-2022;Nova Prata do Iguaçu;19;28;1
22-02-2022;Nova Prata do Iguaçu;16;22;0
23-02-2022;Nova Prata do Iguaçu;13;20;0
24-02-2022;Nova Prata do Iguaçu;7;9;0
25-02-2022;Nova Prata do Iguaçu;8;11;0
26-02-2022;Nova Prata do Iguaçu;6;10;0
27-02-2022;Nova Prata do Iguaçu;21;27;0
28-02-2022;Nova Prata do Iguaçu;10;13;0
01-03-2022;Nova Prata do Iguaçu;15;23;0
02-03-2022;Nova Prata do Iguaçu;11;17;0
03-03-2022;Nova Prata do Iguaçu;8;11;0
04-03-2022;Nova Prata do Iguaçu;7;9;0
05-03-2022;Nova Prata do Iguaçu;18;26;0
06-03-2022;Nova Prata do Iguaçu;16;24;0
07-03-2022;Nova Prata do Iguaçu;17;27;0
08-03-2022;Nova Prata do Iguaçu;6;9;0
09-03-2022;Nova Prata do Iguaçu;7;9;0
10-03-2022;Nova Prata do Iguaçu;6;8;0
11-03-2022;Nova Prata do Iguaçu;8;13;0
12-03-2022;Nova Prata do Iguaçu;12;18;0
13-03-2022;Nova Prata do Iguaçu;11;15;0
14-03-2022;Nova Prata do Iguaçu;17;23;0
15-03-2022;Nova Prata do Iguaçu;14;21;0
16-03-2022;Nova Prata do Iguaçu;21;27;0
17-03-2022;Nova Prata do Iguaçu;9;12;0
18-03-2022;Nova Prata do Iguaçu;15;19;0
19-03-2022;Nova Prata do Iguaçu;6;10;0
20-03-2022;Nova Prata do Iguaçu;7;10;0
21-03-2022;Nova Prata do Iguaçu;17;23;0
22-03-2022;Nova Prata do Iguaçu;6;7;0
23-03-2022;Nova Prata do Iguaçu;16;19;0
24-03-2022;Nova Prata do Iguaçu;8;12;0
25-03-2022;Nova Prata do Iguaçu;18;26;1
26-03-2022;Nova Prata do Iguaçu;21;35;0
27-03-2022;Nova Prata do Iguaçu;16;26;0
28-03-2022;Nova Prata do Iguaçu;15;19;0
29-03-2022;Nova Prata do Iguaçu;13;19;0
30-03-2022;Nova Prata do Iguaçu;8;12;0
31-03-2022;Nova Prata do Iguaçu;18;24;0
01-04-2022;Nova Prata do Iguaçu;10;14;0
02-04-2022;Nova Prata do Iguaçu;11;17;0
03-04-2022;Nova Prata do Iguaçu;15;18;0
04-04-2022;Nova Prata do Iguaçu;8;10;0
05-04-2022;Nova Prata do Iguaçu;14;21;0
06-04-2022;Nova Prata do Iguaçu;9;13;0
07-04-2022;Nova Prata do Iguaçu;13;16;0
08-04-2022;Nova Prata do Iguaçu;8;12;0
09-04-2022;Nova Prata do Iguaçu;16;22;0
10-04-2022;Nova Prata do Iguaçu;21;26;0
11-04-2022;Nova Prata do Iguaçu;17;28;0
12-04-2022;Nova Prata do Iguaçu;11;16;0
13-04-2022;Nova Prata do Iguaçu;19;24;0
14-04-2022;Nova Prata do Iguaçu;12;20;0
15-04-2022;Nova Prata do Iguaçu;17;23;0
16-04-2022;Nova Prata do Iguaçu;6;8;0
17-04-2022;Nova Prata do Iguaçu;17;24;0
18-04-2022;Nova Prata do Iguaçu;11;16;0
19-04-2022;Nova Prata do Iguaçu;20;32;0
20-04-2022;Nova Prata do Iguaçu;13;18;0
21-04-2022;Nova Prata do Iguaçu;7;10;0
22-04-2022;Nova Prata do Iguaçu;7;11;0
23-04-2022;Nova Prata do Iguaçu;16;25;0
24-04-2022;Nova Prata do Iguaçu;19;28;1
25-04-2022;Nova Prata do Iguaçu;9;12;0
26-04-2022;Nova Prata do Iguaçu;18;27;0
27-04-2022;Nova Prata do Iguaçu;18;30;0
28-04-2022;Nova Prata do Iguaçu;20;29;0
29-04-2022;Nova Prata do Iguaçu;20;27;1
20-01-2020;São João;17;25;0
21-01-2020;São João;7;12;0
22-01-2020;São João;15;23;0
23-01-2020;São João;9;14;0
24-01-2020;São João;13;19;0
25-01-2020;São João;12;15;0
26-01-2020;São João;9;13;0
27-01-2020;São João;19;26;0
28-01-2020;São João;16;26;0
29-01-2020;São João;7;10;0
30-01-2020;São João;14;19;0
31-01-2020;São João;10;14;0
01-02-2020;São João;17;25;0
02-02-2020;São João;10;16;0
03-02-2020;São João;10;15;0
04-02-2020;São João;7;9;0
05-02-2020;São João;18;25;0
06-02-2020;São João;8;11;0
07-02-2020;São João;19;31;0
08-02-2020;São João;12;20;0
09-02-2020;São João;9;15;0
10-02-2020;São João;19;28;0
11-02-2020;São João;18;30;0
12-02-2020;São João;9;12;0
13-02-2020;São João;11;14;0
14-02-2020;São João;17;26;0
15-02-2020;São João;14;24;0
16-02-2020;São João;13;19;0
17-02-2020;São João;14;19;0
18-02-2020;São João;19;26;1
19-02-2020;São João;8;11;0
20-02-2020;São João;7;11;0
21-02-2020;São João;9;14;0
22-02-2020;São João;14;21;0
23-02-2020;São João;11;16;0
24-02-2020;São João;13;22;0
25-02-2020;São João;11;14;0
26-02-2020;São João;18;26;0
27-02-2020;São João;13;22;0
28-02-2020;São João;18;22;0
29-02-2020;São João;9;15;0
01-03-2020;São João;19;24;0
02-03-2020;São João;12;17;0
03-03-2020;São João;9;12;0
04-03-2020;São João;8;11;0
05-03-2020;São João;20;32;0
06-03-2020;São João;10;16;0
07-03-2020;São João;12;16;0
08-03-2020;São João;19;28;1
09-03-2020;São João;16;20;0
10-03-2020;São João;20;30;0
11-03-2020;São João;6;8;0
12-03-2020;São João;14;18;0
13-03-2020;São João;8;11;0
14-03-2020;São João;10;16;0
15-03-2020;São João;19;28;1
16-03-2020;São João;9;11;0
17-03-2020;São João;11;18;0
18-03-2020;São João;11;16;0
19-03-2020;São João;16;23;0
20-03-2020;São João;19;32;1
21-03-2020;São João;18;29;0
22-03-2020;São João;16;20;0
23-03-2020;São João;9;13;0
24-03-2020;São João;14;18;0
25-03-2020;São João;17;23;0
26-03-2020;São João;20;32;0
27-03-2020;São João;15;20;0
28-03-2020;São João;7;10;0
29-03-2020;São João;10;15;0
30-03-2020;São João;11;19;0
31-03-2020;São João;13;21;0
01-04-2020;São João;8;13;0
02-04-2020;São João;12;16;0
03-04-2020;São João;18;24;0
04-04-2020;São João;14;20;0
05-04-2020;São João;6;10;0
06-04-2020;São João;7;9;0
07-04-2020;São João;19;28;0
08-04-2020;São João;13;21;0
09-04-2020;São João;10;13;0
10-04-2020;São João;13;19;0
11-04-2020;São João;8;13;0
12-04-2020;São João;8;13;0
13-04-2020;São João;6;9;0
14-04-2020;São João;20;28;1
15-04-2020;São João;14;21;0
16-04-2020;São João;10;15;0
17-04-2020;São João;15;24;0
18-04-2020;São João;11;18;0
19-04-2020;São João;17;22;0
20-04-2020;São João;16;20;0
21-04-2020;São João;9;15;0
22-04-2020;São João;7;9;0
23-04-2020;São João;18;25;0
24-04-2020;São João;13;20;0
25-04-2020;São João;11;17;0
26-04-2020;São João;14;23;0
27-04-2020;São João;20;33;1
28-04-2020;São João;20;31;0
29-04-2020;São João;6;9;0
30-04-2020;São João;17;29;0
01-05-2020;São João;10;13;0
02-05-2020;São João;8;11;0
03-05-2020;São João;17;28;0
04-05-2020;São João;10;14;0
05-05-2020;São João;12;18;0
06-05-2020;São João;9;11;0
07-05-2020;São João;6;10;0
08-05-2020;São João;9;12;0
09-05-2020;São João;10;14;0
10-05-2020;São João;6;8;0
11-05-2020;São João;12;16;0
12-05-2020;São João;9;12;0
13-05-2020;São João;6;9;0
14-05-2020;São João;20;29;0
15-05-2020;São João;15;22;0
16-05-2020;São João;10;15;0
17-05-2020;São João;18;29;0
18-05-2020;São João;20;27;0
19-05-2020;São João;20;25;0
20-05-2020;São João;11;17;0
21-05-2020;São João;17;27;0
22-05-2020;São João;13;21;0
23-05-2020;São João;19;32;0
24-05-2020;São João;16;20;0
25-05-2020;São João;8;11;0
26-05-2020;São João;19;30;0
27-05-2020;São João;7;9;0
28-05-2020;São João;15;22;0
29-05-2020;São João;8;12;0
30-05-2020;São João;15;20;0
31-05-2020;São João;12;18;0
01-06-2020;São João;16;25;0
02-06-2020;São João;11;14;0
03-06-2020;São João;11;14;0
04-06-2020;São João;19;30;0
05-06-2020;São João;8;11;0
06-06-2020;São João;8;11;0
07-06-2020;São João;12;18;0
08-06-2020;São João;10;16;0
09-06-2020;São João;15;18;0
10-06-2020;São João;5;8;0
11-06-2020;São João;17;21;0
12-06-2020;São João;16;24;0
13-06-2020;São João;17;28;0
14-06-2020;São João;9;11;0
15-06-2020;São João;7;9;0
16-06-2020;São João;12;18;0
17-06-2020;São João;7;11;0
18-06-2020;São João;19;31;1
19-06-2020;São João;20;29;1
20-06-2020;São João;10;14;0
21-06-2020;São João;13;18;0
22-06-2020;São João;9;12;0
23-06-2020;São João;20;24;1
24-06-2020;São João;18;30;0
25-06-2020;São João;14;19;0
26-06-2020;São João;19;27;0
27-06-2020;São João;10;15;0
28-06-2020;São João;19;24;0
29-06-2020;São João;10;16;0
30-06-2020;São João;11;16;0
01-07-2020;São João;19;30;0
02-07-2020;São João;13;16;0
03-07-2020;São João;8;10;0
04-07-2020;São João;8;12;0
05-07-2020;São João;6;8;0
06-07-2020;São João;19;23;0
07-07-2020;São João;19;31;0
08-07-2020;São João;12;19;0
09-07-2020;São João;7;12;0
10-07-2020;São João;7;10;0
11-07-2020;São João;16;21;0
12-07-2020;São João;9;12;0
13-07-2020;São João;19;30;0
14-07-2020;São João;9;13;0
15-07-2020;São João;10;14;0
16-07-2020;São João;15;24;0
17-07-2020;São João;16;27;0
18-07-2020;São João;20;24;0
19-07-2020;São João;14;24;0
20-07-2020;São João;9;13;0
21-07-2020;São João;15;20;0
22-07-2020;São João;6;8;0
23-07-2020;São João;7;9;0
24-07-2020;São João;13;21;0
25-07-2020;São João;17;24;0
26-07-2020;São João;13;16;0
27-07-2020;São João;15;25;0
28-07-2020;São João;8;12;0
29-07-2020;São João;15;25;0
30-07-2020;São João;9;15;0
31-07-2020;São João;5;8;0
01-08-2020;São João;18;29;0
02-08-2020;São João;11;14;0
03-08-2020;São João;6;8;0
04-08-2020;São João;20;26;0
05-08-2020;São João;8;13;0
06-08-2020;São João;9;15;0
07-08-2020;São João;7;11;0
08-08-2020;São João;10;14;0
09-08-2020;São João;5;8;0
10-08-2020;São João;10;14;0
11-08-2020;São João;12;15;0
12-08-2020;São João;6;8;0
13-08-2020;São João;15;18;0
14-08-2020;São João;14;20;0
15-08-2020;São João;16;26;0
16-08-2020;São João;14;20;0
17-08-2020;São João;5;6;0
18-08-2020;São João;10;15;0
19-08-2020;São João;14;23;0
20-08-2020;São João;8;12;0
21-08-2020;São João;19;25;0
22-08-2020;São João;15;23;0
23-08-2020;São João;19;26;0
24-08-2020;São João;20;33;0
25-08-2020;São João;17;21;0
26-08-2020;São João;10;15;0
27-08-2020;São João;9;15;0
28-08-2020;São João;6;10;0
29-08-2020;São João;10;14;0
30-08-2020;São João;19;28;0
31-08-2020;São João;6;8;0
01-09-2020;São João;19;30;0
02-09-2020;São João;18;26;0
03-09-2020;São João;7;10;0
04-09-2020;São João;6;9;0
05-09-2020;São João;19;27;0
06-09-2020;São João;5;8;0
07-09-2020;São João;6;9;0
08-09-2020;São João;8;11;0
09-09-2020;São João;6;7;0
10-09-2020;São João;18;28;1
11-09-2020;São João;13;18;0
12-09-2020;São João;11;15;0
13-09-2020;São João;19;25;0
14-09-2020;São João;14;20;0
15-09-2020;São João;7;12;0
16-09-2020;São João;18;25;0
17-09-2020;São João;13;17;0
18-09-2020;São João;11;14;0
19-09-2020;São João;7;9;0
20-09-2020;São João;19;26;0
21-09-2020;São João;13;16;0
22-09-2020;São João;16;21;0
23-09-2020;São João;8;11;0
24-09-2020;São João;20;25;0
25-09-2020;São João;18;22;0
26-09-2020;São João;13;21;0
27-09-2020;São João;7;12;0
28-09-2020;São João;20;33;0
29-09-2020;São João;19;26;0
30-09-2020;São João;18;25;1
01-10-2020;São João;6;8;0
02-10-2020;São João;11;18;0
03-10-2020;São João;5;8;0
04-10-2020;São João;16;24;0
05-10-2020;São João;6;10;0
06-10-2020;São João;13;21;0
07-10-2020;São João;13;16;0
08-10-2020;São João;11;16;0
09-10-2020;São João;17;26;0
10-10-2020;São João;14;19;0
11-10-2020;São João;20;33;1
12-10-2020;São João;18;31;0
13-10-2020;São João;20;30;0
14-10-2020;São João;10;15;0
15-10-2020;São João;7;11;0
16-10-2020;São João;5;8;0
17-10-2020;São João;14;20;0
18-10-2020;São João;18;22;0
19-10-2020;São João;6;9;0
20-10-2020;São João;12;20;0
21-10-2020;São João;19;29;0
22-10-2020;São João;16;19;0
23-10-2020;São João;12;14;0
24-10-2020;São João;6;8;0
25-10-2020;São João;20;31;0
26-10-2020;São João;15;23;0
27-10-2020;São João;7;9;0
28-10-2020;São João;16;20;0
29-10-2020;São João;10;14;0
30-10-2020;São João;14;20;0
31-10-2020;São João;16;27;0
01-11-2020;São João;20;33;1
02-11-2020;São João;11;17;0
03-11-2020;São João;7;11;0
04-11-2020;São João;6;8;0
05-11-2020;São João;18;27;0
06-11-2020;São João;6;8;0
07-11-2020;São João;19;25;1
08-11-2020;São João;14;20;0
09-11-2020;São João;20;31;0
10-11-2020;São João;19;29;1
11-11-2020;São João;7;11;0
12-11-2020;São João;9;15;0
13-11-2020;São João;9;14;0
14-11-2020;São João;9;12;0
15-11-2020;São João;5;7;0
16-11-2020;São João;12;15;0
17-11-2020;São João;8;11;0
18-11-2020;São João;19;24;0
19-11-2020;São João;8;10;0
20-11-2020;São João;13;18;0
21-11-2020;São João;18;23;0
22-11-2020;São João;16;22;0
23-11-2020;São João;5;8;0
24-11-2020;São João;11;15;0
25-11-2020;São João;7;10;0
26-11-2020;São João;6;9;0
27-11-2020;São João;6;8;0
28-11-2020;São João;6;8;0
29-11-2020;São João;19;23;0
30-11-2020;São João;9;12;0
01-12-2020;São João;13;17;0
02-12-2020;São João;10;16;0
03-12-2020;São João;17;23;0
04-12-2020;São João;9;13;0
05-12-2020;São João;5;8;0
06-12-2020;São João;11;18;0
07-12-2020;São João;16;23;0
08-12-2020;São João;20;25;0
09-12-2020;São João;15;22;0
10-12-2020;São João;9;15;0
11-12-2020;São João;18;28;0
12-12-2020;São João;11;19;0
13-12-2020;São João;7;11;0
14-12-2020;São João;14;22;0
15-12-2020;São João;19;28;0
16-12-2020;São João;15;24;0
17-12-2020;São João;17;27;0
18-12-2020;São João;19;32;0
19-12-2020;São João;12;20;0
20-12-2020;São João;13;19;0
21-12-2020;São João;13;19;0
22-12-2020;São João;8;13;0
23-12-2020;São João;15;22;0
24-12-2020;São João;14;20;0
25-12-2020;São João;9;13;0
26-12-2020;São João;6;8;0
27-12-2020;São João;17;26;0
28-12-2020;São João;9;13;0
29-12-2020;São João;19;26;1
30-12-2020;São João;18;23;0
31-12-2020;São João;20;31;0
01-01-2021;São João;9;14;0
02-01-2021;São João;14;24;0
03-01-2021;São João;9;15;0
04-01-2021;São João;14;22;0
05-01-2021;São João;11;18;0
06-01-2021;São João;9;12;0
07-01-2021;São João;12;16;0
08-01-2021;São João;5;8;0
09-01-2021;São João;17;22;0
10-01-2021;São João;18;28;0
11-01-2021;São João;8;12;0
12-01-2021;São João;7;10;0
13-01-2021;São João;9;14;0
14-01-2021;São João;11;16;0
15-01-2021;São João;11;17;0
16-01-2021;São João;20;31;0
17-01-2021;São João;12;20;0
18-01-2021;São João;6;8;0
19-01-2021;São João;5;7;0
20-01-2021;São João;16;20;0
21-01-2021;São João;7;10;0
22-01-2021;São João;19;24;1
23-01-2021;São João;14;19;0
24-01-2021;São João;12;16;0
25-01-2021;São João;18;23;0
26-01-2021;São João;13;21;0
27-01-2021;São João;12;19;0
28-01-2021;São João;16;25;0
29-01-2021;São João;10;14;0
30-01-2021;São João;13;19;0
31-01-2021;São João;13;20;0
01-02-2021;São João;20;31;0
02-02-2021;São João;16;19;0
03-02-2021;São João;10;17;0
04-02-2021;São João;14;22;0
05-02-2021;São João;11;17;0
06-02-2021;São João;12;16;0
07-02-2021;São João;16;27;0
08-02-2021;São João;9;13;0
09-02-2021;São João;6;9;0
10-02-2021;São João;7;11;0
11-02-2021;São João;6;8;0
12-02-2021;São João;8;14;0
13-02-2021;São João;18;28;1
14-02-2021;São João;20;25;0
15-02-2021;São João;17;27;0
16-02-2021;São João;10;15;0
17-02-2021;São João;19;28;0
18-02-2021;São João;16;25;0
19-02-2021;São João;17;26;0
20-02-2021;São João;13;20;0
21-02-2021;São João;17;27;0
22-02-2021;São João;13;20;0
23-02-2021;São João;5;6;0
24-02-2021;São João;9;14;0
25-02-2021;São João;10;15;0
26-02-2021;São João;15;23;0
27-02-2021;São João;11;19;0
28-02-2021;São João;13;16;0
01-03-2021;São João;20;32;0
02-03-2021;São João;11;15;0
03-03-2021;São João;17;21;0
04-03-2021;São João;11;14;0
05-03-2021;São João;9;12;0
06-03-2021;São João;15;22;0
07-03-2021;São João;14;20;0
08-03-2021;São João;19;26;0
09-03-2021;São João;12;15;0
10-03-2021;São João;10;15;0
11-03-2021;São João;14;19;0
12-03-2021;São João;9;13;0
13-03-2021;São João;12;18;0
14-03-2021;São João;10;14;0
15-03-2021;São João;19;24;0
16-03-2021;São João;10;15;0
17-03-2021;São João;6;8;0
18-03-2021;São João;10;12;0
19-03-2021;São João;6;9;0
20-03-2021;São João;8;13;0
21-03-2021;São João;19;32;0
22-03-2021;São João;5;8;0
23-03-2021;São João;18;26;0
24-03-2021;São João;8;10;0
25-03-2021;São João;11;15;0
26-03-2021;São João;10;16;0
27-03-2021;São João;6;10;0
28-03-2021;São João;12;17;0
29-03-2021;São João;12;17;0
30-03-2021;São João;19;31;0
31-03-2021;São João;17;22;0
01-04-2021;São João;16;25;0
02-04-2021;São João;13;16;0
03-04-2021;São João;19;24;1
04-04-2021;São João;15;20;0
05-04-2021;São João;9;14;0
06-04-2021;São João;14;21;0
07-04-2021;São João;8;10;0
08-04-2021;São João;13;20;0
09-04-2021;São João;17;21;0
10-04-2021;São João;17;24;0
11-04-2021;São João;12;16;0
12-04-2021;São João;8;13;0
13-04-2021;São João;10;13;0
14-04-2021;São João;7;11;0
15-04-2021;São João;15;24;0
16-04-2021;São João;14;17;0
17-04-2021;São João;7;11;0
18-04-2021;São João;11;14;0
